paper_id,doi,publication_year,author_position,author_name,orcid,institutions,institution_countries,institution_rors
W4375958690,10.48550/arxiv.2305.04450,2023,first,Saizo Aoyagi,0000-0003-2359-1109,,,
W4375958690,10.48550/arxiv.2305.04450,2023,middle,Satoshi Fukumori,,,,
W4375958690,10.48550/arxiv.2305.04450,2023,middle,Kenji Hirose,,,,
W4375958690,10.48550/arxiv.2305.04450,2023,last,Takayoshi Kitamura,0009-0008-7867-3578,,,
W4376117610,10.31234/osf.io/f4spk,2023,first,Alicia Chen,0000-0001-5521-8566,Institute of Cognitive and Brain Sciences,US,01c3w3270
W4376117610,10.31234/osf.io/f4spk,2023,last,Rebecca Saxe,0000-0003-2377-1791,Massachusetts Institute of Technology,US,042nb2s44
W4376117622,10.31234/osf.io/b5x3w,2023,first,Isaac Kinley,0000-0003-2057-9606,McMaster University,CA,02fa3aq29
W4376117998,10.31234/osf.io/p5zt4,2023,first,David Rosé,0000-0003-4035-4922,Stanford University,US,00f54p054
W4376117998,10.31234/osf.io/p5zt4,2023,middle,Siying Zhang,0009-0009-3889-6539,Stanford University,US,00f54p054
W4376117998,10.31234/osf.io/p5zt4,2023,middle,Qi Han,0000-0001-6279-8992,Stanford University,US,00f54p054
W4376117998,10.31234/osf.io/p5zt4,2023,last,Tobias Gerstenberg,0000-0002-9162-0779,Stanford University,US,00f54p054
W4376119313,10.21608/mathj.2023.182255.1300,2023,first,مصطفى علی خلف,,,,
W4376121489,10.1111/cdev.13940,2023,first,Tess Allegra Forest,0000-0002-3884-2786,University of Toronto,CA,03dbr7087
W4376121489,10.1111/cdev.13940,2023,middle,Zahra Abolghasem,,University of Toronto,CA,03dbr7087
W4376121489,10.1111/cdev.13940,2023,middle,Amy S. Finn,,University of Toronto,CA,03dbr7087
W4376121489,10.1111/cdev.13940,2023,last,Margaret L. Schlichting,0000-0002-5433-8870,University of Toronto,CA,03dbr7087
W4376131340,10.3758/s13421-023-01429-z,2023,first,Stephen C. Van Hedger,0000-0002-2448-9088,Western University; MIND Research Institute,CA; US,02grkyz14; 00we1gw23
W4376131340,10.3758/s13421-023-01429-z,2023,middle,Noah Bongiovanni,0000-0002-1615-5352,University of Notre Dame,US,00mkhxb43
W4376131340,10.3758/s13421-023-01429-z,2023,middle,Shannon L. M. Heald,0000-0002-1001-9114,University of Chicago; Wisdom Health (United States),US; US,024mw5h28; 02538qk16
W4376131340,10.3758/s13421-023-01429-z,2023,last,Howard C. Nusbaum,0000-0001-8032-7297,University of Chicago; Wisdom Health (United States),US; US,024mw5h28; 02538qk16
W4376138907,10.21105/joss.05351,2023,first,Joshua R. de Leeuw,0000-0003-4815-2364,,,
W4376138907,10.21105/joss.05351,2023,middle,Rebecca A. Gilbert,0000-0003-4574-7792,,,
W4376138907,10.21105/joss.05351,2023,last,Björn Luchterhandt,0000-0002-9225-2787,,,
W4376140023,10.31234/osf.io/a87xm,2023,first,Lara Kirfel,0000-0001-6320-5474,,,
W4376140023,10.31234/osf.io/a87xm,2023,middle,Xenia Bunk,,,,
W4376140023,10.31234/osf.io/a87xm,2023,middle,Ro’i Zultan,0000-0002-4256-8601,,,
W4376140023,10.31234/osf.io/a87xm,2023,last,Tobias Gerstenberg,0000-0002-9162-0779,Ben-Gurion University of the Negev; Ludwig-Maximilians-Universität München; Stanford University,IL; DE; US,05tkyf982; 05591te55; 00f54p054
W4376148979,10.21203/rs.3.rs-2181121/v1,2023,first,Kai Otsubo,0009-0004-4805-4726,Kyushu University,JP,00p4k0j84
W4376148979,10.21203/rs.3.rs-2181121/v1,2023,last,Hiroyuki Yamaguchi,0000-0002-3754-6723,Kyushu University,JP,00p4k0j84
W4376286446,10.31234/osf.io/nuptb,2023,first,Can Konuk,0000-0002-6051-6442,Centre National de la Recherche Scientifique; Université Paris Sciences et Lettres; Institut Jean Nicod; École des hautes études en sciences sociales; University of Edinburgh,FR; FR; FR; FR; GB,02feahw73; 013cjyk83; 01qfab443; 02d9dg697; 01nrxwf90
W4376286446,10.31234/osf.io/nuptb,2023,middle,Michael Goodale,,Centre National de la Recherche Scientifique; Université Paris Sciences et Lettres; Institut Jean Nicod; École des hautes études en sciences sociales; University of Edinburgh,FR; FR; FR; FR; GB,02feahw73; 013cjyk83; 01qfab443; 02d9dg697; 01nrxwf90
W4376286446,10.31234/osf.io/nuptb,2023,middle,Tadeg Quillien,0000-0003-3632-7729,,,
W4376286446,10.31234/osf.io/nuptb,2023,last,Salvador Mascarenhas,0000-0003-3381-8688,Centre National de la Recherche Scientifique; Université Paris Sciences et Lettres; Institut Jean Nicod; École des hautes études en sciences sociales; University of Edinburgh,FR; FR; FR; FR; GB,02feahw73; 013cjyk83; 01qfab443; 02d9dg697; 01nrxwf90
W4376566013,10.31234/osf.io/b2dwm,2023,first,Haomin Chen,0000-0002-5357-2825,The University of Melbourne,AU,01ej9dk98
W4376566013,10.31234/osf.io/b2dwm,2023,middle,Andrew Heathcote,0000-0003-4324-5537,University of Amsterdam,NL,04dkp9463
W4376566013,10.31234/osf.io/b2dwm,2023,middle,James D. Sauer,0000-0002-0872-3647,University of Tasmania,AU,01nfmeh72
W4376566013,10.31234/osf.io/b2dwm,2023,middle,Matthew A. Palmer,0000-0002-3467-3364,University of Tasmania,AU,01nfmeh72
W4376566013,10.31234/osf.io/b2dwm,2023,last,Adam F Osth,0000-0001-5429-089X,The University of Melbourne,AU,01ej9dk98
W4376603715,10.3758/s13415-023-01103-6,2023,first,Arella E. Gussow,0000-0002-6604-0481,University of Wisconsin–Madison,US,01y2jtd41
W4376603715,10.3758/s13415-023-01103-6,2023,last,Maryellen C. MacDonald,0000-0001-5037-990X,University of Wisconsin–Madison,US,01y2jtd41
W4376641623,10.1038/s41598-023-34895-1,2023,first,Polina Timofeeva,0000-0002-1875-3444,"University of the Basque Country; Basque Center on Cognition, Brain and Language",ES; ES,000xsnr85; 01a28zg77
W4376641623,10.1038/s41598-023-34895-1,2023,middle,Ileana Quiñones,0000-0002-0288-364X,"Basque Center on Cognition, Brain and Language",ES,01a28zg77
W4376641623,10.1038/s41598-023-34895-1,2023,middle,Shuang Geng,0000-0002-7566-6398,"University of the Basque Country; Basque Center on Cognition, Brain and Language",ES; ES,000xsnr85; 01a28zg77
W4376641623,10.1038/s41598-023-34895-1,2023,middle,Angela de Bruin,0000-0001-8326-0294,University of York,GB,04m01e293
W4376641623,10.1038/s41598-023-34895-1,2023,middle,Manuel Carreiras,0000-0001-6726-7613,"Ikerbasque; University of the Basque Country; Basque Center on Cognition, Brain and Language",ES; ES; ES,01cc3fy72; 000xsnr85; 01a28zg77
W4376641623,10.1038/s41598-023-34895-1,2023,last,Lucía Amoruso,0000-0003-4696-2187,"Ikerbasque; Basque Center on Cognition, Brain and Language",ES; ES,01cc3fy72; 01a28zg77
W4376646364,10.31234/osf.io/ezybm,2023,first,Panagiotis Mavros,0000-0002-3027-3072,,,
W4376646364,10.31234/osf.io/ezybm,2023,middle,Zi Liang Ngoi,0000-0002-8805-8076,Nanyang Technological University,SG,02e7b5302
W4376646364,10.31234/osf.io/ezybm,2023,middle,Stephanie Kirk,0000-0002-9312-5552,Nanyang Technological University,SG,02e7b5302
W4376646364,10.31234/osf.io/ezybm,2023,middle,Anshu Te,0000-0001-8008-2824,Centre National de la Recherche Scientifique,FR,02feahw73
W4376646364,10.31234/osf.io/ezybm,2023,middle,Jascha Grübel,0000-0002-6428-4685,Nanyang Technological University,SG,02e7b5302
W4376646364,10.31234/osf.io/ezybm,2023,middle,Leonel Aguilar Melgar,,ETH Zurich,CH,05a28rw58
W4376646364,10.31234/osf.io/ezybm,2023,middle,Agnieszka Olszewska-Guizzo,0000-0002-5278-0374,,,
W4376646364,10.31234/osf.io/ezybm,2023,last,Dominique Makowski,0000-0001-5375-9967,University of Sussex; Nanyang Technological University; ETH Zurich; GeoInformation (United Kingdom),GB; SG; CH; GB,00ayhx656; 02e7b5302; 05a28rw58; 05t4zqc79
W4376957024,10.1075/sll.21005.khr,2023,first,Evgeniia Khristoforova,0000-0001-7152-503X,University of Amsterdam,NL,04dkp9463
W4377010269,10.1145/3592458,2023,first,Simon Alexanderson,,KTH Royal Institute of Technology,SE,026vcq606
W4377010269,10.1145/3592458,2023,middle,Rajmund Nagy,0000-0002-9653-6699,KTH Royal Institute of Technology,SE,026vcq606
W4377010269,10.1145/3592458,2023,middle,Jonas Beskow,0000-0003-1399-6604,KTH Royal Institute of Technology,SE,026vcq606
W4377010269,10.1145/3592458,2023,last,Gustav Eje Henter,0000-0002-1643-1054,KTH Royal Institute of Technology,SE,026vcq606
W4377011533,10.1037/xge0001364,2023,first,Natalie Biderman,0000-0001-6691-4188,Allen Institute for Brain Science,US,00dcv1019
W4377011533,10.1037/xge0001364,2023,middle,Samuel J. Gershman,0000-0002-6546-3298,Harvard University,US,03vek6s52
W4377011533,10.1037/xge0001364,2023,last,Daphna Shohamy,0000-0003-4239-4960,Allen Institute for Brain Science,US,00dcv1019
W4377024232,10.31234/osf.io/5rknc,2023,first,Andre Sahakian,0000-0003-0106-1182,Utrecht University,NL,04pp8hn57
W4377024232,10.31234/osf.io/5rknc,2023,middle,Surya Gayet,0000-0001-9728-1272,Utrecht University,NL,04pp8hn57
W4377024232,10.31234/osf.io/5rknc,2023,middle,Chris Paffen,0000-0003-2509-0949,Utrecht University,NL,04pp8hn57
W4377024232,10.31234/osf.io/5rknc,2023,last,Stefan Van der Stigchel,0000-0002-5918-3521,Utrecht University,NL,04pp8hn57
W4377115863,10.5178/lebs.2023.105,2023,first,Kai Otsubo,0009-0004-4805-4726,Kyushu University,JP,00p4k0j84
W4377115863,10.5178/lebs.2023.105,2023,middle,Yoshitaka Masuda,,,,
W4377115863,10.5178/lebs.2023.105,2023,last,Hiroyuki Yamaguchi,0000-0002-3754-6723,Kyushu University,JP,00p4k0j84
W4377139700,10.31234/osf.io/bmyan,2023,first,Conor J. R. Smithson,0000-0002-2595-4367,Vanderbilt University,US,02vm5rt34
W4377139700,10.31234/osf.io/bmyan,2023,middle,Jason K. Chow,0000-0001-5439-471X,Vanderbilt University,US,02vm5rt34
W4377139700,10.31234/osf.io/bmyan,2023,middle,Ting-Yun Chang,0000-0002-6582-6482,Vanderbilt University; Beijing Normal University; Chinese Institute for Brain Research,US; CN; CN,02vm5rt34; 022k4wk35; 029819q61
W4377139700,10.31234/osf.io/bmyan,2023,last,L. Gauthier,0000-0002-6249-4769,Vanderbilt University,US,02vm5rt34
W4378176092,10.31234/osf.io/gf2r9,2023,first,Phoebe Chen,0000-0002-9208-1682,New York University,US,0190ak572
W4378176092,10.31234/osf.io/gf2r9,2023,middle,David Poeppel,0000-0003-0184-163X,Ernst Strüngmann Institute for Neuroscience; New York University,DE; US,00ygt2y02; 0190ak572
W4378176092,10.31234/osf.io/gf2r9,2023,last,Arianna Zuanazzi,0000-0002-8330-4450,New York University,US,0190ak572
W4378213380,10.31234/osf.io/x5vgj,2023,first,Bettina Bustos,0000-0002-4943-3419,University of Iowa; Washington University in St. Louis,US; US,036jqmy94; 01yc7t268
W4378213380,10.31234/osf.io/x5vgj,2023,middle,Jackson S Colvett,0000-0002-4640-3230,Berry College; Washington University in St. Louis,US; US,04btayy36; 01yc7t268
W4378213380,10.31234/osf.io/x5vgj,2023,middle,Julie M. Bugg,,Washington University in St. Louis,US,01yc7t268
W4378213380,10.31234/osf.io/x5vgj,2023,last,Wouter Kool,0000-0002-4792-7044,Washington University in St. Louis,US,01yc7t268
W4378228485,10.1101/2023.05.23.542017,2023,first,Evan Cesanek,0000-0002-5335-6604,Columbia University,US,00hj8s172
W4378228485,10.1101/2023.05.23.542017,2023,middle,Sabyasachi Shivkumar,0000-0002-4086-7288,Columbia University,US,00hj8s172
W4378228485,10.1101/2023.05.23.542017,2023,middle,James N. Ingram,0000-0003-2567-504X,Columbia University,US,00hj8s172
W4378228485,10.1101/2023.05.23.542017,2023,last,Daniel M. Wolpert,0000-0003-2011-2790,Columbia University,US,00hj8s172
W4378376336,10.1017/s1366728923000378,2023,first,Ana Rita Sá-Leite,0000-0003-4225-5696,Goethe University Frankfurt; Universidade de Santiago de Compostela,DE; ES,04cvxnb49; 030eybx10
W4378376336,10.1017/s1366728923000378,2023,middle,Cristina Flores,0000-0001-5629-9556,University of Minho,PT,037wpkx04
W4378376336,10.1017/s1366728923000378,2023,middle,Carina Eira,0000-0003-3064-7289,University of Minho,PT,037wpkx04
W4378376336,10.1017/s1366728923000378,2023,middle,Juan Haro,0000-0002-3456-4731,Universitat Rovira i Virgili,ES,00g5sqv46
W4378376336,10.1017/s1366728923000378,2023,last,Montserrat Comesaña,0000-0003-2547-7684,Universidad Nebrija; University of Minho,ES; PT,03tzyrt94; 037wpkx04
W4378448059,10.16995/glossa.9280,2023,first,Borja Herce,0000-0002-9493-6656,University of Zurich,CH,02crff812
W4378448059,10.16995/glossa.9280,2023,middle,Carmen Saldana,0000-0002-2518-2176,University of Zurich,CH,02crff812
W4378448059,10.16995/glossa.9280,2023,middle,John Mansfield,0000-0003-1167-1136,The University of Melbourne,AU,01ej9dk98
W4378448059,10.16995/glossa.9280,2023,last,Balthasar Bickel,0000-0002-9087-0565,University of Zurich,CH,02crff812
W4378469525,10.1186/s13104-023-06360-9,2023,first,Kai Otsubo,0009-0004-4805-4726,Kyushu University,JP,00p4k0j84
W4378469525,10.1186/s13104-023-06360-9,2023,last,Hiroyuki Yamaguchi,0000-0002-3754-6723,Kyushu University,JP,00p4k0j84
W4378830826,10.1111/lang.12598,2023,first,Antje Stoehr,0000-0002-6065-5952,"Basque Center on Cognition, Brain and Language",ES,01a28zg77
W4378830826,10.1111/lang.12598,2023,middle,Mina Jevtović,0000-0001-6158-5936,"University of the Basque Country; Basque Center on Cognition, Brain and Language",ES; ES,000xsnr85; 01a28zg77
W4378830826,10.1111/lang.12598,2023,middle,Angela de Bruin,0000-0001-8326-0294,University of York,GB,04m01e293
W4378830826,10.1111/lang.12598,2023,last,Clara D. Martin,0000-0003-2701-5045,"Ikerbasque; Basque Center on Cognition, Brain and Language",ES; ES,01cc3fy72; 01a28zg77
W4378833790,10.1101/2023.05.29.542684,2023,first,Elı́as Manjarrez,0000-0002-3277-0101,"Czech Academy of Sciences, Institute of Physiology; Benemérita Universidad Autónoma de Puebla",CZ; MX,05xw0ep96; 03p2z7827
W4378833790,10.1101/2023.05.29.542684,2023,middle,Angel DeLuna-Castruita,,"Czech Academy of Sciences, Institute of Physiology; Benemérita Universidad Autónoma de Puebla",CZ; MX,05xw0ep96; 03p2z7827
W4378833790,10.1101/2023.05.29.542684,2023,middle,Victoria Lizárraga-Cortés,,"Czech Academy of Sciences, Institute of Physiology; Benemérita Universidad Autónoma de Puebla",CZ; MX,05xw0ep96; 03p2z7827
W4378833790,10.1101/2023.05.29.542684,2023,last,Amira Flores,0000-0001-9996-0762,"Czech Academy of Sciences, Institute of Physiology; Benemérita Universidad Autónoma de Puebla",CZ; MX,05xw0ep96; 03p2z7827
W4378908253,10.1038/s41598-023-35381-4,2023,first,William C. Williams,,Temple University,US,00kx1jb78
W4378908253,10.1038/s41598-023-35381-4,2023,middle,Eisha Haque,0009-0002-6284-8640,University of Toronto,CA,03dbr7087
W4378908253,10.1038/s41598-023-35381-4,2023,middle,Becky Mai,,University of Toronto,CA,03dbr7087
W4378908253,10.1038/s41598-023-35381-4,2023,last,Vinod Venkatraman,0000-0002-8705-2916,Temple University,US,00kx1jb78
W4379145097,10.31234/osf.io/87djt,2023,first,Silvia Formica,0000-0001-9984-1878,Humboldt-Universität zu Berlin,DE,01hcx6992
W4379145097,10.31234/osf.io/87djt,2023,middle,Ana F. Palenciano,0000-0002-9963-7524,Universidad de Granada,ES,04njjy449
W4379145097,10.31234/osf.io/87djt,2023,middle,Luc Vermeylen,0000-0001-7370-7152,Ghent University Hospital,BE,00xmkp704
W4379145097,10.31234/osf.io/87djt,2023,middle,Nicholas E. Myers,0000-0001-5599-3044,University of Nottingham; University of Oxford,GB; GB,01ee9ar58; 052gg0110
W4379145097,10.31234/osf.io/87djt,2023,middle,Marcel Braß,0000-0002-3364-4019,Humboldt-Universität zu Berlin,DE,01hcx6992
W4379145097,10.31234/osf.io/87djt,2023,last,Carlos González‐García,0000-0001-6627-5777,Universidad de Granada,ES,04njjy449
W4379207800,10.31234/osf.io/eskr9,2023,first,Lenard Dome,0000-0001-7487-1974,University of Plymouth,GB,008n7pv89
W4379207800,10.31234/osf.io/eskr9,2023,last,Andy J. Wills,0000-0003-4803-0367,University of Plymouth,GB,008n7pv89
W4379209607,10.1101/2023.05.30.542965,2023,first,Genevieve L. Quek,0000-0002-5905-8405,Radboud University Nijmegen; Western Sydney University,NL; AU,016xsfp80; 03t52dk35
W4379209607,10.1101/2023.05.30.542965,2023,middle,Alexandra Theodorou,,"Radboud University Nijmegen; University of California, Davis",NL; US,016xsfp80; 05rrcem69
W4379209607,10.1101/2023.05.30.542965,2023,last,Marius V. Peelen,0000-0002-4026-7303,Radboud University Nijmegen,NL,016xsfp80
W4379228915,10.1007/s10899-023-10216-z,2023,first,Zhang Chen,0000-0002-3500-9182,Ghent University,BE,00cv9y106
W4379228915,10.1007/s10899-023-10216-z,2023,middle,Charlotte Eben,0000-0001-9423-1261,Ghent University,BE,00cv9y106
W4379228915,10.1007/s10899-023-10216-z,2023,middle,Christina B. Reimer,0000-0003-2496-3971,Ghent University,BE,00cv9y106
W4379228915,10.1007/s10899-023-10216-z,2023,last,Frederick Verbruggen,0000-0002-7958-0719,Ghent University,BE,00cv9y106
W4379376975,10.3389/frobt.2022.848295,2022,first,Linda Onnasch,0000-0002-2086-774X,Humboldt-Universität zu Berlin,DE,01hcx6992
W4379376975,10.3389/frobt.2022.848295,2022,middle,Eleonora Kostadinova,,Humboldt-Universität zu Berlin,DE,01hcx6992
W4379376975,10.3389/frobt.2022.848295,2022,last,Paul Schweidler,0000-0001-6390-7927,,,
W4379466889,10.7554/elife.85767,2023,first,Laura K. Globig,0000-0002-0612-0594,Institute of Cognitive and Brain Sciences; Prostate Cancer Research; Brain (Germany); University College London; Massachusetts Institute of Technology,US; GB; DE; GB; US,01c3w3270; 01wm3c497; 01gamcy45; 02jx3x895; 042nb2s44
W4379466889,10.7554/elife.85767,2023,middle,Nora Holtz,,Prostate Cancer Research; Brain (Germany); University College London,GB; DE; GB,01wm3c497; 01gamcy45; 02jx3x895
W4379466889,10.7554/elife.85767,2023,last,Tali Sharot,0000-0002-8384-6292,Institute of Cognitive and Brain Sciences; Prostate Cancer Research; Brain (Germany); University College London; Massachusetts Institute of Technology,US; GB; DE; GB; US,01c3w3270; 01wm3c497; 01gamcy45; 02jx3x895; 042nb2s44
W4379616756,10.1101/2023.06.06.543799,2023,first,Jennifer K. Bertrand,0000-0002-4503-8059,University of Alberta; Women and Children’s Health Research Institute,CA; CA,0160cpw27; 03e04kk51
W4379616756,10.1101/2023.06.06.543799,2023,middle,Alexandra A. Ouellette Zuk,,Women and Children’s Health Research Institute,CA,03e04kk51
W4379616756,10.1101/2023.06.06.543799,2023,last,Craig S. Chapman,0000-0001-7558-3261,University of Alberta,CA,0160cpw27
W4379617027,10.1101/2023.06.06.543796,2023,first,Alexandra A. Ouellette Zuk,,Women and Children’s Health Research Institute,CA,03e04kk51
W4379617027,10.1101/2023.06.06.543796,2023,middle,Jennifer K. Bertrand,0000-0002-4503-8059,University of Alberta; Women and Children’s Health Research Institute,CA; CA,0160cpw27; 03e04kk51
W4379617027,10.1101/2023.06.06.543796,2023,last,Craig S. Chapman,0000-0001-7558-3261,University of Alberta; Women and Children’s Health Research Institute,CA; CA,0160cpw27; 03e04kk51
W4379769178,10.1017/s0033291723001587,2023,first,Quentin Dercon,0000-0001-8264-347X,MRC Cognition and Brain Sciences Unit; University of Cambridge; Institute of Mental Health; University College London,GB; GB; GB; GB,055bpw879; 013meh722; 015dvxx67; 02jx3x895
W4379769178,10.1017/s0033291723001587,2023,middle,Sara Z. Mehrhof,0000-0001-8267-3898,MRC Cognition and Brain Sciences Unit; University of Cambridge,GB; GB,055bpw879; 013meh722
W4379769178,10.1017/s0033291723001587,2023,middle,Timothy R. Sandhu,,MRC Cognition and Brain Sciences Unit; University of Cambridge,GB; GB,055bpw879; 013meh722
W4379769178,10.1017/s0033291723001587,2023,middle,Caitlin Hitchcock,0000-0002-2435-0713,The University of Melbourne; MRC Cognition and Brain Sciences Unit; University of Cambridge,AU; GB; GB,01ej9dk98; 055bpw879; 013meh722
W4379769178,10.1017/s0033291723001587,2023,middle,Rebecca Lawson,0000-0003-1228-1244,MRC Cognition and Brain Sciences Unit; University of Cambridge,GB; GB,055bpw879; 013meh722
W4379769178,10.1017/s0033291723001587,2023,middle,Diego A. Pizzagalli,0000-0002-7772-1143,Harvard University; McLean Hospital,US; US,03vek6s52; 01kta7d96
W4379769178,10.1017/s0033291723001587,2023,middle,Tim Dalgleish,0000-0002-7304-2231,MRC Cognition and Brain Sciences Unit; University of Cambridge; Cambridgeshire and Peterborough NHS Foundation Trust,GB; GB; GB,055bpw879; 013meh722; 040ch0e11
W4379769178,10.1017/s0033291723001587,2023,last,Camilla L. Nord,0000-0002-9281-3417,MRC Cognition and Brain Sciences Unit; University of Cambridge,GB; GB,055bpw879; 013meh722
W4379880797,10.1037/tps0000353,2023,first,Rachel Ka Ying Tsui,0000-0002-0152-3132,Concordia University,CA,0420zvk78
W4379880797,10.1037/tps0000353,2023,middle,Jessica Elizabeth Kosie,0000-0002-2390-0963,Princeton University,US,00hx57361
W4379880797,10.1037/tps0000353,2023,middle,Laia Fibla,0000-0002-1917-8509,Concordia University,CA,0420zvk78
W4379880797,10.1037/tps0000353,2023,middle,Casey Lew‐Williams,0000-0002-8781-4458,Princeton University,US,00hx57361
W4379880797,10.1037/tps0000353,2023,last,Krista Byers‐Heinlein,0000-0002-7040-2510,Concordia University,CA,0420zvk78
W4380031412,10.3724/sp.j.1041.2023.01453,2023,first,Weiwei ZHANG,,"Institute of Psychology, Chinese Academy of Sciences; Institute of Physics; University of Chinese Academy of Sciences",CN; CN; CN,03j7v5j15; 05cvf7v30; 05qbk4x57
W4380031412,10.3724/sp.j.1041.2023.01453,2023,middle,Yiqun CHEN,,"Institute of Psychology, Chinese Academy of Sciences; Institute of Physics; University of Chinese Academy of Sciences",CN; CN; CN,03j7v5j15; 05cvf7v30; 05qbk4x57
W4380031412,10.3724/sp.j.1041.2023.01453,2023,last,Liqi Zhu,0000-0001-6004-9672,"Institute of Psychology, Chinese Academy of Sciences; Institute of Physics; University of Chinese Academy of Sciences",CN; CN; CN,03j7v5j15; 05cvf7v30; 05qbk4x57
W4380077389,10.31234/osf.io/y5xud,2023,first,Joshua Silberstein Bamford,0000-0002-8204-7915,University of Oxford; Institute of Human Sciences,GB; AT,052gg0110; 00p2hg467
W4380077389,10.31234/osf.io/y5xud,2023,middle,Bronwyn Tarr,0000-0003-3724-7958,University of Oxford; Institute of Human Sciences,GB; AT,052gg0110; 00p2hg467
W4380077389,10.31234/osf.io/y5xud,2023,last,Emma Cohen,0000-0002-5465-3440,University of Oxford; Institute of Human Sciences,GB; AT,052gg0110; 00p2hg467
W4380446506,10.21203/rs.3.rs-2971252/v1,2023,first,Myura Nagendran,0000-0002-4656-5096,Imperial College London,GB,041kmwe10
W4380446506,10.21203/rs.3.rs-2971252/v1,2023,middle,Paul Festor,0000-0002-4856-1822,Imperial College London,GB,041kmwe10
W4380446506,10.21203/rs.3.rs-2971252/v1,2023,middle,Matthieu Komorowski,0000-0003-0559-5747,Imperial Valley College; Imperial College London,US; GB,039kas258; 041kmwe10
W4380446506,10.21203/rs.3.rs-2971252/v1,2023,middle,Anthony Gordon,0000-0002-0419-547X,Imperial College London,GB,041kmwe10
W4380446506,10.21203/rs.3.rs-2971252/v1,2023,last,A. Aldo Faisal,0000-0003-0813-7207,Institute of Art; Imperial College London; University of Bayreuth,PL; GB; DE,017fyx225; 041kmwe10; 0234wmv40
W4380626849,10.3389/fpsyg.2023.1160203,2023,first,Montana J. Shore,,Queen's University,CA,02y72wh86
W4380626849,10.3389/fpsyg.2023.1160203,2023,middle,Danielle L. Bukovsky,,Queen's University,CA,02y72wh86
W4380626849,10.3389/fpsyg.2023.1160203,2023,middle,Sylvia G. V. Pinheiro,,Queen's University,CA,02y72wh86
W4380626849,10.3389/fpsyg.2023.1160203,2023,middle,Brendan M. Hancock,,Queen's University,CA,02y72wh86
W4380626849,10.3389/fpsyg.2023.1160203,2023,middle,Emma M. Liptrot,,Queen's University,CA,02y72wh86
W4380626849,10.3389/fpsyg.2023.1160203,2023,last,Valerie A. Kuhlmeier,0000-0003-0440-0477,Queen's University,CA,02y72wh86
W4380681409,10.1525/collabra.77819,2023,first,Philipp Sprengholz,0000-0002-9925-1920,Friedrich Schiller University Jena; University of Bamberg,DE; DE,05qpz1x62; 01c1w6d29
W4380681409,10.1525/collabra.77819,2023,middle,Franziska Schreckenbach,0000-0001-7867-533X,Friedrich Schiller University Jena,DE,05qpz1x62
W4380681409,10.1525/collabra.77819,2023,middle,Carina G. Giesen,0000-0002-2395-4435,University of Erfurt; HMU Health and Medical University Erfurt,DE; DE,03606hw36; 04kt7rq05
W4380681409,10.1525/collabra.77819,2023,middle,Nicolas Koranyi,0000-0002-0259-002X,Friedrich Schiller University Jena,DE,05qpz1x62
W4380681409,10.1525/collabra.77819,2023,last,Klaus Rothermund,0000-0002-9350-5272,Friedrich Schiller University Jena,DE,05qpz1x62
W4380741825,10.1101/2023.06.14.544929,2023,first,Louis Albert,0000-0003-0636-6225,École Polytechnique Fédérale de Lausanne,CH,02s376052
W4380741825,10.1101/2023.06.14.544929,2023,middle,Jevita Potheegadoo,0000-0002-7246-3966,École Polytechnique Fédérale de Lausanne,CH,02s376052
W4380741825,10.1101/2023.06.14.544929,2023,middle,Bruno Herbelin,0000-0003-4570-5146,École Polytechnique Fédérale de Lausanne,CH,02s376052
W4380741825,10.1101/2023.06.14.544929,2023,middle,Fosco Bernasconi,0000-0002-7835-6598,École Polytechnique Fédérale de Lausanne,CH,02s376052
W4380741825,10.1101/2023.06.14.544929,2023,last,Olaf Blanke,0000-0002-9745-3983,University of Geneva; École Polytechnique Fédérale de Lausanne,CH; CH,01swzsf04; 02s376052
W4380869667,10.3758/s13428-023-02101-9,2023,first,Brittany A. Mok,,Purdue University West Lafayette,US,02dqehb95
W4380869667,10.3758/s13428-023-02101-9,2023,middle,Vibha Viswanathan,0000-0002-3475-421X,Purdue University West Lafayette,US,02dqehb95
W4380869667,10.3758/s13428-023-02101-9,2023,middle,Agudemu Borjigin,0000-0003-3242-8653,Purdue University West Lafayette,US,02dqehb95
W4380869667,10.3758/s13428-023-02101-9,2023,middle,Ravinderjit Singh,0000-0001-8195-6992,Purdue University West Lafayette,US,02dqehb95
W4380869667,10.3758/s13428-023-02101-9,2023,middle,Homeira I. Kafi,,Purdue University West Lafayette,US,02dqehb95
W4380869667,10.3758/s13428-023-02101-9,2023,last,Hari Bharadwaj,0000-0001-8685-9630,University of Pittsburgh; Purdue University West Lafayette,US; US,01an3r305; 02dqehb95
W4380882813,10.31219/osf.io/vhqd2,2023,first,Margaret Kandel,0009-0009-8385-9745,Harvard University,US,03vek6s52
W4380882813,10.31219/osf.io/vhqd2,2023,last,Jesse Snedeker,0000-0002-3658-2888,Harvard University,US,03vek6s52
W4380887025,10.31234/osf.io/e2wn3,2023,first,Naomi Tachikawa Shapiro,,University of Washington,US,00cvxb145
W4380887025,10.31234/osf.io/e2wn3,2023,last,Shane Steinert‐Threlkeld,0000-0001-8906-266X,University of Washington,US,00cvxb145
W4381163812,10.31234/osf.io/ynxq9,2023,first,Annie Holtz,0000-0002-4325-9931,University of Edinburgh,GB,01nrxwf90
